,SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,EnthalpyForm,GibbsEnergy,HeatCapacity,EnthalpyVap,EnthalpyFus,LiquidVisco,CrystalSolub_1,CrystalSolub_2,AmorphSolub_1,AmorphSolub_2,Molecular Weight,Log P,Molecular Refractivity,TPSA,LabuteASA,FractionCSP3,HallKierAlpha,HeavyAtomMolWt,Ipc,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,Num_of_Atoms,Num_Hetero_Atoms,Num_H_Donors,Num_H_Acceptors,Num_Rot_Bonds,Num_Valence_Electrons,Heavy_Atom_Count,NHOHCount,NOCount,RingCount,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumAliphaticCarbocycles,NumAliphaticHeterocycles,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_ArN,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_COO,fr_COO2,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_HOCCN,fr_imidazole,fr_imide,fr_Imine,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_NH0,fr_NH1,fr_NH2,fr_Nhpyrrole,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_SH,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
701,Cc1cc(F)ccc1N,468.2,303.96,685.2884007,40.21023519,366.5,-116.54,-27.15,139.9236636,44.6,15.426,NA,13273.85206,6652.685192,14960.55126,7498.037297,125.146,1.71632,35.5494,26.02,64.6576486,0.142857143,-1.05,117.082,3005.003554,454.4125207,3.790302052,1.509438292,2.052062092,1.192502757,17,2,1,1,2,48,9,2,1,1,1,0,0,1,0,0,0,0,0,13.54145188,12.32517807,4.325178069,7.586110083,6.057016225,2.162589034,1.412589034,1.412589034,0.762196217,0.762196217,0.376770038,0.376770038,42.04720685,5.719716976,0,0,0,0,0,0,11.04823549,4.390415048,0,5.719716976,0,4.390415048,0,0,0,30.54259973,9.799661943,4.112275669,5.817220841,2.823684157,0,0,0,15.43865054,0,0,0,6.851892117,5.719716976,29.50792846,0,0,5.687386275,5.719716976,0,0,12.66911296,13.78800283,18.12725612,2.823684157,0,0,10.07780132,0,0,70.46465278,0,0,-1.873217593,-1.438217593,-2.969791667,0,-2.933425926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Nc1ccc(F)c(c1)[N+]([O-])=O,597.16,436.3,848.2658194,46.34004044,392.5,-106.66,-0.02,145.69475,58.965,24.197,NA,1976.275175,990.4838878,16354.02841,8196.430258,156.116,1.3161,37.4668,69.16,68.73077071,0,-1.65,151.076,2250.450267,466.9674964,3.726067909,3.165780209,2.531037748,1.42895044,16,5,1,3,2,58,11,2,4,1,1,0,0,1,0,0,0,0,0,12.61880215,10.08888824,5.088888245,7.28546882,4.895771395,2.501344204,1.643305617,1.643305617,0.917929815,0.917929815,0.497339329,0.497339329,40.24256056,5.719716976,0,0,0,0,0,0,6.935959825,14.50473332,0,5.719716976,10.11431827,0,4.390415048,0,0,12.08483742,11.72980498,9.035586717,0,2.823684157,5.817220841,0,5.687386275,16.24968592,0,0,0,0,5.719716976,34.05879523,0,0,11.37477255,5.719716976,4.923311049,0,15.93153911,4.112275669,18.12725612,2.823684157,0,0,15.7651876,0,0,48.35871315,9.220874906,10.4409675,-2.339444444,-1.605925926,-3.075185185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,CC(=O)Nc1ccc(F)cc1,517.61,322.04,730.097927,37.22563312,434.5,-238.61,-115.08,157.4679574,48.705,19.816,NA,9165.032625,4593.397348,15919.78351,7978.792257,153.156,1.7841,40.7037,29.1,75.33602767,0.125,-1.38,145.092,8079.136356,513.5260752,3.486079772,2.302384196,3.142667966,2.371944565,19,3,1,1,2,58,11,1,2,1,1,0,0,1,0,0,0,0,0,15.11880215,13.23342636,5.233426359,8.496793686,6.537533573,2.590319977,1.579544998,1.579544998,0.794643162,0.794643162,0.448094204,0.448094204,48.43335379,5.309813353,0,0,0,0,0,0,11.00715197,9.184952232,0,5.309813353,4.794537184,4.390415048,0,0,0,24.16967483,16.65155406,5.483034225,5.817220841,1.411842078,5.907179729,0,0,20.1921042,0,0,0,6.851892117,5.309813353,29.98689567,0,0,11.594566,5.309813353,5.907179729,4.794537184,5.817220841,16.44720201,24.16967483,1.411842078,0,0,10.07780132,0,0,70.1916734,11.37003638,-0.270648148,-0.905069444,-3.145008503,-4.143163265,0,-3.181153746,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,CC(N)CCF,362.48,203.69,538.3498446,39.95646344,300.5,-273.49,-148,126.8356314,33.934,10.87,NA,1025785.615,514110.6548,52614.98405,26369.95831,91.129,0.6932,24.2414,26.02,51.50532174,1,-0.11,81.049,888.7019984,254.5250942,5.74918492,0.635248455,3.094498978,3.89,16,2,1,1,4,38,6,2,1,0,0,0,0,0,0,0,0,0,0,13.57735027,12.82517807,2.825178069,6.693375673,6.057016225,1.162589034,0.568097916,0.568097916,0.165647259,0.165647259,0.044751636,0.044751636,31.58912071,0,0,0,0,0,0,0,13.78975261,4.390415048,0,5.719716976,4.390415048,0,0,0,0,13.22481702,14.24244381,9.368211363,2.823684157,0,0,0,0,18.18016765,0,0,5.719716976,19.24270949,6.626694251,0,0,0,0,5.719716976,12.64458672,0,0,24.19088547,0,2.823684157,0,0,4.390415048,0,0,81.159375,0,0,-0.849791667,0,-3.682291667,-3.880208333,-7.747083333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,CN(C)C(=O)c1ccc(F)cc1,502.76,313.12,708.1698882,32.65306122,473.5,-245.19,-85.27,180.1209112,46.538,20.418,NA,22181.56142,11117.11541,32387.62456,16232.26396,167.183,1.5275,44.4175,20.31,84.66282564,0.222222222,-1.38,157.103,23018.7677,579.2890445,3.648111426,2.311518315,3.344220143,1.811987384,22,3,0,1,3,64,12,0,2,1,1,0,0,1,0,0,0,0,0,17.61880215,15.73342636,5.733426359,9.708118551,7.813926775,2.813926775,1.829544998,1.829544998,1.011447082,1.011447082,0.515981694,0.515981694,60.30909042,0,0,0,0,0,0,0,13.70758556,9.184952232,0,4.899909731,4.794537184,4.390415048,0,0,0,24.16967483,27.73965663,5.483034225,5.817220841,0,0,5.907179729,0,22.89253779,0,4.899909731,0,0,13.9516538,35.55034716,0,0,5.907179729,0,24.75874326,0,5.817220841,24.06557424,24.16967483,0,0,0,4.390415048,0,0,85.44462325,11.66070767,0,-1.12162037,-3.293641345,-4.690030234,0,-6.833372307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,ONC(=O)c1ccc(F)cc1,586.91,371.59,788.0443901,47.49689014,397.5,-370.2,-260.32,147.5597199,63.158,21.314,NA,20492.27585,10270.46704,80283.15741,40236.89357,155.128,0.9447,35.6527,49.33,70.99608706,0,-1.42,149.08,4440.096377,452.917103,3.495304952,2.905394955,3.11504566,1.747527534,17,4,2,2,2,58,11,2,3,1,1,0,0,1,0,0,0,0,0,13.32590893,11.14167465,5.141674649,7.823473623,5.404749251,2.549287365,1.585421894,1.585421894,0.891267936,0.891267936,0.449821841,0.449821841,41.45752689,5.473121347,0,0,0,0,0,5.209533821,8.32607596,9.184952232,0,0,10.00407101,9.863536395,0,0,0,24.16967483,5.563451492,5.483034225,5.817220841,1.411842078,1.431199657,5.907179729,0,22.72056201,0,5.473121347,0,0,0,35.55034716,0,0,5.907179729,5.473121347,11.11671355,0,5.817220841,15.8410229,24.16967483,2.843041736,0,0,4.390415048,0,0,55.11815169,11.39741591,3.503933532,-1.174995276,-2.780673658,-3.897165533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,CNC(C)CCF,363,184.36,527.9493169,33.72358263,362.5,-294.45,-116.64,145.8119579,31.955,13.272,NA,1013524.048,507965.3139,4888.725742,2450.166931,105.156,0.9539,29.1137,12.03,60.83211971,1,-0.11,93.06,2940.198871,326.4821191,6.139330588,0.746842683,4.059779287,3.727320854,19,2,1,1,5,44,7,1,1,0,0,0,0,0,0,0,0,0,0,16.07735027,15.32517807,3.325178069,7.904700538,7.333409428,1.386195832,0.679901315,0.679901315,0.277450657,0.277450657,0.072702486,0.072702486,38.15504399,0,0,0,0,0,0,0,16.4901862,4.390415048,0,5.309813353,4.390415048,0,0,0,0,20.20064392,18.35471947,9.368211363,1.411842078,0,0,0,0,20.88060124,0,5.309813353,0,19.24270949,13.60252115,0,0,0,0,5.309813353,19.62041362,0,0,28.30316114,0,1.411842078,0,0,4.390415048,0,0,96.89895833,0,-0.912291667,0,0,-3.96875,-4.095833333,-11.67208333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,CC(F)CCCN,385.36,214.96,560.7044972,35.51534902,356.5,-294.13,-139.58,149.7206105,36.16,13.46,NA,371906.7474,186394.9139,20305.55934,10176.88711,105.156,1.0833,28.8584,26.02,60.68020485,1,-0.11,93.06,3314.446802,331.5016691,5.918513172,0.746842683,4.059779287,5.89,19,2,1,1,5,44,7,2,1,0,0,0,0,0,0,0,0,0,0,16.07735027,15.32517807,3.325178069,7.943375673,7.307016225,1.412589034,0.675785635,0.675785635,0.228147259,0.228147259,0.082823629,0.082823629,37.96204561,0,0,0,0,0,0,0,16.53126972,4.390415048,0,5.719716976,0,4.390415048,0,0,0,26.0946016,12.33682701,7.518485591,2.823684157,0,0,0,0,20.92168477,0,0,5.719716976,25.74546895,6.496859684,0,0,0,0,5.719716976,12.64458672,0,0,33.30532748,0,2.823684157,0,0,4.390415048,0,0,97.21652636,0,0,-0.846798469,0,0,-12.55916667,-7.560561224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,CC(=O)Nc1ccc(O)cc1,593.98,420.65,828.1167656,48.9021468,382.5,-208.34,-65.26,165.2135808,61.874,22.908,NA,2534.260464,1270.138991,17092.97924,8566.78298,151.165,1.3506,42.4105,49.33,77.45636678,0.125,-1.51,142.093,13543.7982,526.8541335,3.51451472,2.000818851,3.053138101,2.292303973,20,3,2,2,3,58,11,2,3,1,1,0,0,1,0,0,0,0,0,15.82590893,14.26371018,5.263710176,9.034798488,6.960923772,2.605461886,1.594686906,1.594686906,0.802214116,0.802214116,0.451879681,0.451879681,48.36564479,5.309813353,0,0,0,0,0,5.108808191,12.43835163,4.794537184,0,10.41862154,4.794537184,0,0,0,0,24.16967483,16.65155406,5.483034225,5.749511833,1.411842078,5.907179729,1.431199657,0,20.91049735,1.431199657,0,0,6.851892117,5.309813353,24.16967483,0,5.749511833,11.594566,5.309813353,12.44718758,4.794537184,0,16.44720201,24.16967483,1.411842078,0,0,5.687386275,5.749511833,0,64.7887974,11.46504023,3.752250685,-0.817662037,-2.350625472,-3.263996599,0,-3.157137543,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Nc1ccc(I)cc1,534.21,337.64,803.6783165,48.02499605,380.5,188.55,226.99,124.011289,51.902,14.551,NA,7450.641876,3734.16659,13687.96564,6860.233635,219.025,1.8734,43.5714,26.02,70.5790682,0,-0.25,212.977,971.5503878,350.0698581,3.596975832,1.86768595,2.347633136,1.364727153,14,2,1,1,1,42,8,2,1,1,1,0,0,1,0,0,0,0,0,11.04145188,9.825178069,5.98267636,6.374785218,4.807016225,2.99133818,1.162589034,2.24133818,0.581294517,1.12066909,0.290647259,0.560334545,0,39.14696035,0,0,0,22.59087063,0,0,8.306718381,0,0,5.719716976,0,0,0,0,0,46.76054546,9.257568546,5.483034225,0,2.823684157,0,0,0,8.306718381,0,0,0,0,5.719716976,27.7398571,0,0,28.2782569,5.719716976,0,0,3.570182271,5.483034225,24.16967483,2.823684157,0,0,5.687386275,0,22.59087063,43.80924732,0,0,-0.238874074,0,-1.15462963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,CC(C)c1ccc(cc1)C=N(C(C)(C)C)=O,551.23,322.28,748.4548107,23.06951954,729.5,-186.92,122.62,286.1521278,55.796,23.159,NA,230.1940418,115.370315,441.2949949,221.1714177,219.328,3.5377,69.0774,26.07,127.7088868,0.5,-1.31,198.16,9046195.478,1002.361073,4.413558241,2.161402235,4.68605723,3.368384441,37,2,0,1,4,88,16,0,2,1,1,0,0,1,0,0,0,0,0,30.11880215,28.85546189,7.855461886,15.95811855,14.37978778,3.879787781,2.74159118,2.74159118,1.392984382,1.392984382,0.678799494,0.678799494,91.91840741,0,0,0,0,0,0,0,28.78592968,5.207253025,0,5.207253025,0,4.738833854,0,0,25.78862165,23.54224659,48.05126474,5.483034225,1.370758556,11.72957747,0,0,0,33.52476353,0,0,0,45.69234352,0,40.50383084,0,0,6.190652219,0,16.46841132,0,5.207253025,80.06625093,24.16967483,0,0,0,0,0,0,160.2438047,0,13.1390005,-7.24787474,-3.752513818,-6.053423091,-1.953450964,-19.95887594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,COc1ccc(N)c(C)c1,514.23,336.87,737.4611386,36.95457359,422.5,-73.29,71.08,169.5888314,50.053,16.124,NA,9210.371127,4616.120426,17889.78226,8966.130479,137.182,1.58582,42.1434,35.25,76.18551204,0.25,-1.18,126.094,14486.14387,546.8700396,3.766285874,1.373013448,2.603397895,1.209523353,21,2,1,2,4,54,10,2,2,1,1,0,0,1,0,0,0,0,0,16.74855867,15.85546189,4.855461886,9.270561495,7.776282279,2.381855088,1.529793016,1.529793016,0.871829244,0.871829244,0.43347929,0.43347929,49.0174503,5.719716976,0,0,0,0,0,4.736862954,15.16051116,0,0,10.45657993,0,0,0,0,0,30.54259973,9.799661943,15.2625038,5.749511833,2.823684157,0,0,0,19.89737412,0,0,0,6.851892117,12.75766943,23.69070761,0,5.749511833,5.687386275,10.45657993,7.037952459,0,6.851892117,17.9002785,18.12725612,2.823684157,0,0,5.687386275,5.749511833,0,84.47295281,0,0,-1.86590514,-0.891921296,-2.697569444,0,-2.983017763,-3.034539163,-3.034539163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,COc1ccc(NC(C)=O)cc1,563.64,354.95,781.1275569,34.31886827,490.5,-195.36,-16.85,187.1331252,54.158,20.514,NA,6257.329305,3136.093565,19076.01015,9560.652758,165.192,1.6536,47.2977,38.33,86.86389111,0.222222222,-1.51,154.104,38662.50721,606.8501628,3.523481166,2.045667672,3.758873355,2.268477911,23,3,1,2,4,64,12,1,3,1,1,0,0,1,0,0,0,0,0,18.32590893,16.76371018,5.763710176,10.1812451,8.256799627,2.809586031,1.696748979,1.696748979,0.904276189,0.904276189,0.502910717,0.502910717,55.40359724,5.309813353,0,0,0,0,0,4.736862954,15.11942764,4.794537184,0,10.04667631,4.794537184,0,0,0,0,24.16967483,16.65155406,16.63326235,5.749511833,1.411842078,5.907179729,0,0,24.65082778,0,0,0,6.851892117,12.34776581,24.16967483,0,5.749511833,11.594566,10.04667631,12.94513219,4.794537184,0,20.55947768,24.16967483,1.411842078,0,0,5.687386275,5.749511833,0,84.02235773,11.57133653,-0.270967026,-0.917577003,-2.623821846,-3.850802154,0,-3.223341246,-3.040518314,-3.040518314,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,COc1ccc(CN)cc1,509.25,324.35,731.2636573,37.63784862,422.5,-61.82,80.71,167.7203947,49.391,16.513,NA,33219.80893,16649.34414,54616.27651,27372.98054,137.182,1.1539,40.8854,35.25,76.18551204,0.25,-1.02,126.094,16191.72645,523.1298147,3.619938618,1.432488525,3.224846567,1.481523026,21,2,1,2,4,54,10,2,2,1,1,0,0,1,0,0,0,0,0,16.74855867,15.85546189,4.855461886,9.303253565,7.776282279,2.381855088,1.417989617,1.417989617,0.815927544,0.815927544,0.407963772,0.407963772,54.73716727,0,0,0,0,0,0,4.736862954,15.16051116,0,0,10.45657993,0,0,0,0,12.08483742,17.64828891,9.238376797,16.63326235,8.57319599,0,0,0,0,19.89737412,0,0,5.719716976,6.496859684,7.037952459,29.73312632,0,5.749511833,0,10.45657993,7.037952459,6.496859684,0,17.9002785,24.16967483,2.823684157,0,0,0,5.749511833,0,84.62172631,0,0,-1.24806772,-0.841609977,-3.615555556,0,-2.918373843,-2.998119213,-2.998119213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
